instruction,output
What can I do if my landlord and I do not agree on a settlement?,"If you and your landlord do not agree on a settlement, the member will complete the hearing and make a decision. Any discussions about a possible settlement are confidential, and the parties may not rely on or refer to any information shared in those discussions during the hearing or in any other written or oral submissions to the SBT."
What is the process for reaching a consent order with the landlord?,"If both parties agree to a consent order, they need to complete the Confirmation of Settlement and Request for Consent Order (CoS). The member will review the CoS with the parties to ensure they fully understand the terms. If an interpreter is present, the member will confirm that the CoS has been interpreted to the appellant and the interpreter will confirm the appellant understood the interpretation. Once the member signs the consent order, it is sent to the parties. This consent order will be a final determination of the appeal, and the SBT's file will be closed with the record indicating 'Appeal disposed of by consent order'."
What does Rule A5 cover?,Rule A5 covers the accommodation of Human Rights Code-related needs.
How do I file documents for a review of a decision to refuse to place a child for adoption?,"You can find the specific process for filing documents for a review of a decision to refuse to place a child for adoption under Part IV of the CYFSA, 2017. Ensure that you follow the guidelines outlined in that section."
How can I access the Landlord and Tenant Board's statistics?,You can find the statistics for the Landlord and Tenant Board under the 'Operational Highlights' and 'Statistics' sections in the Table of Contents.
How can I file an application with the Landlord Tenant Board?,You can file an application with the Landlord Tenant Board by completing the appropriate forms and submitting them along with any required supporting documents. The forms and instructions can be found on the Landlord Tenant Board's official website.
"What is the purpose of the Safety, Licensing Appeals and Standards Tribunals Ontario (SLASTO)?","SLASTO is a cluster of adjudicative tribunals created to address issues related to safety, licensing, appeals, and standards in Ontario."
What are the effective dates for the Common Rules of Practice and Procedure?,"The Common Rules of Practice and Procedure became effective on October 2, 2017."
What is the definition of 'Document' according to the rules?,"According to the rules, 'Document' is defined as..."
How should I communicate with the Tribunal if I need an interpreter?,"If you need an interpreter, you should give notice to the Tribunal regarding the need for an interpreter."
What is the process for filing a request for summons?,The process for filing a request for summons involves...
How should I count days for a specific deadline according to the rules?,"According to the rules, counting days for a specific deadline involves..."
What are the rules for production of documents?,The rules for production of documents include...
How can I access audio and video recordings of the hearings?,You can access audio and video recordings of the hearings by following the procedures outlined in section 13.2 of the guidelines.
What can I do if I believe a law or regulation is unconstitutional?,You can challenge the constitutional validity of the law or regulation by filing a claim with the appropriate tribunal or court. This may involve claiming a remedy under section 24(1) of the Canadian Charter of Rights and Freedoms.
Where can I find the specific rules and procedures for the Landlord and Tenant Board?,You can find the specific rules and procedures for the Landlord and Tenant Board on their official website or by contacting the board directly for more information.
How should I interpret the rules and procedures of the tribunal as a tenant?,"As a tenant, you should interpret the rules and procedures of the tribunal liberally and purposively, with the aim of promoting fair, just, and expeditious resolution of disputes. This means ensuring that you can effectively participate in the process, regardless of representation, and that procedures and orders are proportionate to the importance and complexity of the issues in your case. Additionally, the rules and procedures should not be interpreted in a technical manner, and should be consistent with the Human Rights Code."
How can I request accommodation for my Human Rights Code-related needs from the tribunal?,You are entitled to accommodation of Human Rights Code-related needs by the tribunal. You should notify the tribunal as soon as possible if accommodation is required.
How can I participate in tribunal proceedings if I prefer to use American Sign Language (ASL)?,"You can participate in tribunal proceedings using American Sign Language (ASL) as it is one of the languages allowed by the tribunal. If you require an interpreter for ASL, you can request interpretation services in accordance with tribunal policy."
What can I do if I believe my landlord is abusing the legal process?,"If you believe your landlord is abusing the legal process, you can bring this to the attention of the tribunal. The tribunal may make orders or give directions to prevent the abuse of its processes. If the tribunal finds that your landlord has persistently instituted vexatious proceedings or conducted a proceeding in a vexatious manner, they may find your landlord to be a vexatious litigant and dismiss the proceeding as an abuse of process. The tribunal may also require your landlord to obtain permission from the tribunal to commence further proceedings or take further steps in a proceeding."
What are the duties of a representative before the tribunal?,"Representatives must provide contact information to the tribunal, convey tribunal communications and directions to their client, be familiar with tribunal rules and procedures, communicate the tribunal's expectations to their client, and provide timely responses to the other parties and the tribunal."
How to become a litigation guardian for a minor under the age of 18?,"To become a litigation guardian for a minor under the age of 18, you are required to file a signed declaration in the form designated by the tribunal. This declaration should confirm your consent to serve in this role, the minor's date of birth, the nature of your relationship to the minor, and that any other person with custody or legal guardianship of the minor has been provided with a copy of the materials in the proceeding and a copy of the Tribunals Ontario practice direction on litigation guardians."
What are the responsibilities of a litigation guardian?,"A litigation guardian shall diligently attend to the interests of the person represented and shall take all steps necessary for the protection of those interests including: to the extent possible, informing and consulting with the person represented about the proceedings; considering the impact of the proceeding on the person represented; deciding whether to retain a representative and providing instructions to the representative; and assisting in gathering evidence to support the proceeding and putting forward the best possible case to the tribunal."
Who can appeal to the OSET?,A parent or guardian of a child with exceptional learning needs or an adult student with exceptional learning needs can appeal to the OSET if they do not agree with the school board’s decision on the child’s exceptionalities or placement.
How can I request to have my OSET hearing conducted in French?,"If you filed an appeal in French, a bilingual member will be assigned to your hearing. If you filed in English but would prefer to continue in French, you should inform the OSET as soon as possible."
How can I appeal to the Special Education Appeal Board (SEAB)?,"If you are not satisfied with the identification and/or placement decisions made by your child’s school board, you can appeal to the Special Education Appeal Board (SEAB) after going through the Identification, Placement and Review Committee (IPRC) process. You can find more information on the appeal process on the Ministry of Education website or by contacting your school board."
What is the process for appealing to the OSET?,"First, you need to exhaust all rights of appeal by going through the IPRC and SEAB. Then, you can appeal to the OSET as required by the Education Act."
What is the purpose of an IPRC meeting?,"The purpose of an IPRC meeting is to identify whether a student is exceptional, determine the areas of the student's exceptionality, decide on an appropriate placement for the student, and discuss programming and services for the student if requested by the parents."
How to appeal the IPRC decision to the SEAB?,"You can appeal the IPRC decision to the SEAB by filing a notice of appeal with the secretary of the school board, usually the Director of Education, within 30 days of receiving the IPRC decision."
How can I ensure that the Special Education Appeal Board (SEAB) meeting is arranged within the required timeframe?,"You can ensure that the SEAB meeting is arranged within the required timeframe by making sure that the school board appoints the SEAB members and chair within 15 days of receiving the notice of appeal. If the school board does not meet this deadline, you may have grounds to address this delay through the appropriate channels."
How do I file an appeal with the Ontario Special Education Tribunal?,"You can download the Notice of Appeal from the OSET website or wait to receive Form A: Notice of Appeal. Once you have it, ensure to file it within 20 days of receiving or downloading it. Include a copy of the original IPRC decision, the SEAB report, and the school board’s decision when filing the form. Make sure the form is complete to avoid it being returned for missing information."
What are the procedures that will be followed at the hearing?,"The procedures at the hearing will involve clarifying the issues, discussing possible solutions, identifying preliminary issues, setting dates for hearing preliminary issues and the appeal, sharing information with the OSET and the other party, and identifying any accommodation needs of the participants. Mediation may also be considered if both parties agree."
What happens if I discuss something in mediation and then it comes up in the OSET hearing?,"Unless both parties agree, nothing discussed in mediation can be used in the OSET hearing or any other proceeding. The mediator cannot testify about what occurred during mediation, and it will not be discussed with the adjudicators hearing the appeal."
Can a support person provide legal advice at the hearing?,"No, a support person may not provide legal advice at the hearing. Their role is to provide moral support and assistance."
What documents do I need to provide to the OSET for the hearing?,"You need to provide copies of the documents to be used in the hearing, including a table of contents and page numbering. Submit an electronic version of these documents to the OSET at the same time as the copy."
How should I prepare my witnesses for the hearing?,You should ensure that your witnesses are prepared to give a firsthand account of the events related to your case. Provide them with a written summary of the evidence they will give and make sure they understand the importance of being truthful and accurate in their testimony.
How can I use witnesses in my case with the Landlord Tenant Board?,"You can use witnesses to provide evidence about relevant events, personal knowledge, or important documents related to the dispute. They can testify about what they saw, heard, or know, which can support your case."
How should I prepare my witness for a Landlord Tenant Board hearing?,"You should ensure that your witness focuses on giving information about issues and facts rather than offering their opinion about the claim. Provide a brief summary of the witness' evidence to the other party not later than 45 days before the first scheduled hearing day, as required by the Landlord Tenant Board. This will help ensure a fair and efficient process and allow all participants to prepare for the hearing."
How should I prepare to call an expert witness for my case?,"You must include a copy of the expert witness' written report, or a full summary of the expert witness' proposed evidence, as well as a curriculum vitae (résumé) setting out the expert's qualifications. Additionally, you should provide the other party with the witness list and a brief summary of each witness' evidence by the specified deadline."
How can I request a witness to attend the hearing?,You can inform the facilitator at the case conference that you would like to have a witness testify at the hearing. Be prepared to provide a list of witnesses and a brief description of their anticipated testimony.
How can I ensure a witness attends the hearing?,You can complete a Request for Issuing a Summons and submit it to the OSET adjudicator. They will review the form and decide if the person has to attend.
When should I submit the Request for Issuing a Summons form?,You need to submit the Request for Issuing a Summons form to the OSET no later than 15 days before the hearing.
What can I expect at a hearing with the Landlord Tenant Board?,"You can expect the hearing to be open to the public and to last from 1 to 5 days, with sessions usually starting in the morning, breaking for lunch, and continuing in the afternoon."
How can I access a decision made by the Landlord Tenant Board?,"You can access the official version of the decision if you were involved in the appeal. Additionally, a version with identifying information removed is posted on the Canadian Legal Information Institute website for public access."
Can I appeal the decision of the OSET?,"The decision of the OSET is final and binding, and there is no right of appeal. However, in limited circumstances, you may apply to the Divisional Court for judicial review of the decision."
What should I do if the school board does not complete its Response to the Notice of Appeal within 10 days?,"If the school board does not complete its Response to the Notice of Appeal within 10 days, you may consider contacting the OSET to inquire about the status of the response and discuss potential next steps."
How to request the Landlord Tenant Board to issue a summons?,You can request the Landlord Tenant Board to issue a summons by completing a Form 7 - Request to Issue a Summons and submitting it to the Board. Make sure to include all relevant details and evidence to support your request.
How to request a summons for a witness in a Landlord Tenant Board hearing?,"To request a summons for a witness, you need to complete the Request for Summons form and submit it to the Tribunal no later than fifteen (15) days before the hearing. You also need to serve the form on the witness not later than ten (10) days before the time for attendance. Provide detailed information about the witness's relationship to the matter, the issues and evidence they will address, the relevance of their evidence to the issues before the Tribunal, and the documents and things the witness shall bring to the hearing."
How can I file my form with the Ontario Special Education Tribunals?,"You can submit your form in person at the address provided. Alternatively, you can mail your form to the given address, email it to oset@ontario.ca, or fax it to 416-326-2199 or 1-866-355-6099 (toll-free)."
What should I do if mediation resolves some but not all the issues?,"If some matters are resolved through mediation, they are withdrawn from the appeal. The list of resolved issues can be tabled with the OSET as a settlement agreement or an agreed-upon statement of facts if a hearing goes ahead. Under these circumstances, the agreement may be attached to the OSET’s decision."
How can I request an interpreter for a language other than English or French for my hearing?,"You can request an interpreter for a language other than English or French by contacting the OSET as soon as possible and well in advance of your hearing or pre-hearing conference. The OSET can provide interpreters for other languages, including sign language."
What are the expenses involved in filing an appeal to the OSET?,"There is no fee for filing an appeal, but there may be other expenses such as photocopying, legal fees, and fees for witnesses. Additionally, you may need to take time off work to attend the hearing."
What is the role of the adjudicator at the OSET?,"The adjudicator at the OSET does not evaluate the procedures of the IPRC, SEAB, and the board. Their role is to conduct a new hearing based on all the relevant evidence."
Do I need a lawyer to appeal to the OSET?,"You do not need a lawyer to appeal to the OSET. However, for more detailed information about lawyers and representation, you can refer to the SJTO Practice Direction on Representation. If you would like legal help, you can visit Getting Legal Help."
What should I do if I realize I left out some information on my Form A or Form B?,Notify the OSET as soon as possible. They will notify the hearing adjudicator and the other party.
What is an expert witness and how can I call one for my case?,"An expert witness is someone with specialized training or technical expertise in a particular field. If you want to call an expert witness for your case, you must ensure that the witness' report, a summary of their evidence, and their resume or summary of qualifications are provided to the panel and the other party before the hearing. You also need to indicate the witness's specific recognized area of expertise and ask questions that are within the witness's area of expertise. The other party may agree or object to accepting the witness as an expert, and the panel will ultimately decide whether to accept the witness as an expert."
Can a 16-year-old student attend the hearing without parental approval?,"Yes, a student who is 16 years or older can decide whether to attend the hearing and/or appear as a witness without parental approval."
What can the OSET order a board to implement?,The OSET can make orders about the special education identification and/or placement of a student from the categories and options set out in the legislation. This includes identification from the five categories of exceptionalities and placement within the range of options provided in your child's school board’s Special Education Plan.
Who should I contact if I have questions about my case?,"If you have questions about your case, call your case processing officer who will be assigned to your file. They can provide information about filling out forms, required information, and the typical duration of process steps."
Do I need a legal representative?,"You do not need a lawyer or paralegal to represent you at the CFSRB. However, if you choose to have a legal representative, they must write to the CFSRB to confirm their representation. You may also choose a non-lawyer or non-paralegal to represent you, subject to the Practice Direction on Representation before the SJTO."
What can I do if I disagree with a decision made by the Child and Family Services Review Board?,"Decisions of the Child and Family Services Review Board cannot be appealed. However, in limited circumstances, you can request a 'judicial review' from the Divisional Court. The Divisional Court's decisions are available on the website of CanLII, the Canadian Legal Information Institute. You may want to get legal advice before asking for a judicial review."
What are the key regulations governing the identification and placement of exceptional pupils?,"The key regulations governing the identification and placement of exceptional pupils are Regulation 181/98, which governs the identification and placement of exceptional pupils, IPRC reviews, appeal procedures, and the role of parent(s)/guardian(s) in these processes. Additionally, Regulation 306 defines the requirement for each school board to maintain a special education plan for the delivery of special education programs and services."
What is the mandate of the Custody Review Board?,"The Custody Review Board’s mandate falls under the Child, Youth and Family Services Act (CYFSA) and the Youth Criminal Justice Act (YCJA). Section 152 of the CYFSA provides the CRB with the authority to conduct reviews requested by youth in custody or detention."
Can you explain the two parts of the rules that govern the procedures of the Ontario Special Education Tribunal (OSET)?,"Part I consists of the Social Justice Tribunals Ontario (SJTO) Common Rules, while Part II contains the OSET specific rules. It is important to read both parts together to understand the complete set of procedures."
How can I ensure that I am accessing the most up-to-date version of a document stored in my browser cache?,"You can clear your cache by holding down the 'Ctrl' key and the 'F5' key at the same time, or by using Ctrl+Shift+Delete."
How do I commence an appeal with the Ontario Special Education Tribunal?,"To commence an appeal with the Ontario Special Education Tribunal, you should refer to Rule 7 - Commencement of Appeal in the Specific Rules. This rule outlines the procedure for initiating an appeal with the tribunal."
What should parents consider when deciding whether to bring the student to the hearing?,Parents should consider whether the student is comfortable with being sworn in as a witness and being questioned by the board or its representative as well as the panel. They should also consider whether the student is able to express their opinion on placement and special education services and programs.
How can parents prepare the student for attending a hearing?,"Parents should explain to the student why the hearing is being held, what the tribunal is doing and why, what kind of behavior is expected at a hearing, how much time it might take, who will be at the hearing, where the parents will sit, where the student and the support person (if any) will sit, and where the student will sit to testify. Depending on the student's age and attention span, parents should consider bringing another adult to the hearing to support the student. It may be particularly helpful to have a support person if the student is called as a witness. The parent who presents the case to the tribunal or is engaged in instructing a representative cannot act as a support person."
How can a student prepare to be a witness?,"As a student witness, it's important to speak loudly and clearly so everyone can hear you. Hold your head up and maintain eye contact with the panel. Stay focused and calm, and always tell the truth. If you don't know the answer to a question, it's okay to say 'I'm not sure' or 'I don't know'. If you don't understand a question, don't hesitate to ask for clarification. Remember to be yourself and speak directly to the panel."
How can I request mediation with my landlord?,You can notify the OSET when you apply for a voluntary and confidential mediation process. It will generally be scheduled before the pre-hearing conference.
Who will be the mediator?,"The mediator will be a trained professional who does not take sides or impose a decision. They will help the parties try to reach a mutually acceptable resolution of the issues and clarify and narrow the issues in dispute. However, they cannot serve on the panel that hears this appeal or communicate any information shared during the mediation to any member of the OSET Sheet."
What is the process for requesting a consent order from the OSET?,"To request a consent order from the OSET, you need to have reached a settlement agreement or an agreed-upon statement of facts with the other party. You can then submit a request for a consent order, including only those parts of the agreement that are within the jurisdiction of the tribunal and are approved by the tribunal."
What happens if mediation resolves some but not all the issues?,"If some matters are resolved in mediation, they are withdrawn from the appeal and the appeal proceeds to the pre-hearing. The list of resolved issues can be tabled at the hearing as a settlement agreement or an agreed-upon statement of facts. However, discussions that take place during mediation are confidential and cannot be presented to the panel at the hearing, except for the agreement reached."
Can I introduce new witnesses or documents at the hearing?,"Normally, no new witnesses are introduced after disclosure. However, either party can ask to enter new documents or have a new witness testify. The other party may object or agree to these requests. If an objection is raised, reasons are given and the panel chair will make a ruling. The chair’s decision is final."
Who may attend a hearing?,"Hearings are open to the public. However, parties can request that confidential information in exhibits be kept private and stored in sealed files. Witnesses may not attend the hearing until they are called to give their evidence. After testifying, witnesses can remain in the room."
How is the case presented to the panel?,"The case is presented to the panel through introductory statements by the panel chair, opening statements by the appellant and respondent, presentation of evidence, calling of witnesses, final arguments by both parties, possible rebuttal by the appellant, and final statements by the panel chair."
What are opening statements?,"Opening statements are the initial remarks made by the parties involved in a hearing, where they outline the reasons for their dissatisfaction with the identification and/or placement of the student and the remedy they believe will best meet the student's needs."
How should I present evidence at the hearing?,You can present evidence by submitting documents or objects as exhibits. These should be put in a document binder for disclosure. Remember that the document binder is not evidence until each document in it is presented to the panel and entered as an exhibit at the hearing.
How can I get legal representation as a tenant?,"You can seek legal representation from someone licensed by the Law Society to provide legal services. Alternatively, you may also be represented by someone permitted by the Law Society to provide legal services without a license."
How can I find a representative as a parent?,You can reach out to non-profit advocacy organizations that provide advice and guidance to parents on issues related to the special needs of their children. They can help you find a representative who can assist you with your specific situation.
How can parents find a representative for their child with special needs?,"Parents can find a representative for their child with special needs by contacting organizations such as Autism Ontario, Learning Disabilities Association of Ontario (LDAO), Ontario Association for Families of Children with Communication Disorders (OAFCCD), or other relevant organizations listed on the provided website links."
How do I determine who should be my witness?,Consider calling witnesses who have relevant information to present. It's important to focus on individuals who can provide unique and essential information to support your case. Avoid calling witnesses to confirm undisputed facts or to repeat information that has already been provided.
How to ensure that my witness attends the hearing?,"You must ensure that your witness knows the time, date, and location of the hearing. If the witness is willing to attend, there is no need to issue an official request. However, if a summons is required, you can issue a summons to the witness, and the party summoning the witness is responsible for paying the attendance fee and travel allowance."
Should I call an expert witness?,"You can call an expert witness to give a professional opinion on some aspect of the issues under appeal. Ensure that the witness's report, a summary of his/her evidence, and the witness's resume or summary of qualifications are provided to the panel and the other party before the hearing. Also, make sure to indicate the witness' specific recognized area of expertise and ask questions that are within the witness' area of expertise."
How many witnesses can I call in a day?,"The number of witnesses you can call in a day will depend on how long each witness's testimony will last. This will be determined at the pre-hearing conference or with the direction of the panel members. It's important to estimate the time required for each witness, including time for cross-examination and re-examination."
What are the steps followed for each witness at the hearing?,"At the hearing, the witness is required to promise to tell the truth by the panel chair. Then, the witness is questioned by the party that called him/her. Following this, the other party has the opportunity to cross-examine the witness. After that, the witness is re-examined by the party who called him/her on any new matters that arose during cross-examination. Finally, the panel may also question the witness."
What should I do if I object to a question asked or statement made by the other party?,You can raise your concern as an objection with the panel. The panel chair will rule on the objection. All rulings are final and not subject to further discussion at the hearing.
What should I consider when I'm preparing to question a witness?,"Consider the relevance of the questions to the issues in the case, the credibility of the witness, and the impact of the questions on your overall argument."
How should I question a witness during cross-examination?,"During cross-examination, you can ask leading questions or questions designed to elicit a “yes” or “no” answer."
What can the Ontario Parole Board do?,"The Ontario Parole Board can grant parole or temporary absence with conditions, deny parole or temporary absence, suspend a parolee's parole and authorize re-committal to custody, lift the suspension of parole, revoke parole, and cancel a temporary absence that it has granted."
What is the role of the Parole Board of Canada (PBC)?,The Parole Board of Canada (PBC) is an administrative tribunal that makes parole and conditional release decisions for applicants serving sentences of more than two years in federal and territorial institutions.
What does the Ontario Parole Board do?,The Ontario Parole Board makes decisions for applicants serving sentences of less than two years in Ontario who do not have their own parole boards.
How can I apply for parole?,You must speak with the Institutional Liaison Officer or Native Institutional Liaison Officer in your institution. They will help you develop a Parole Release Plan for the OPB to consider when deciding to grant or deny the application.
How can I apply for parole?,"If you are serving a sentence of less than 6 months, you must apply if you want to be considered for parole. If you are serving a sentence of 6 months or more, you will automatically be scheduled for a parole hearing."
What should I include in my submission for a parole hearing?,"In your submission, you should provide reasons why you believe you can safely be released into the community, demonstrate your rehabilitation efforts, and address any concerns or conditions that may be relevant to your parole decision."
How can I access the Parole Guide?,You can access the Parole Guide through the Institutional Liaison Officer (ILO) or by contacting the Ontario Parole Board (OPB) for more information.
How can I request a circle hearing as an Indigenous applicant?,You can request a circle hearing by contacting the Landlord and Tenant Board and informing them of your Indigenous heritage. They will then arrange for a culturally appropriate hearing process that includes the presence of an Elder.
What happens at the beginning of a Circle Hearing?,"The Elder will open the Circle Hearing with a blessing or ceremony, then set out the process for the hearing and pass the Eagle Feather to the applicant, who is the first to speak."
What is the unique feature of a Circle Hearing?,"In a Circle Hearing, participants sit together in a circle and are given the opportunity to speak as the Eagle Feather makes its way around the circle, building a relationship of trust and increasing the strength of the circle."
How can I apply to be an observer at a Landlord Tenant Board hearing?,"You can apply to be an observer at a Landlord Tenant Board hearing by considering the factors that will be considered when determining whether a person should be granted observer status. These factors include whether the matter is subject to a publication ban, whether it involves a victim, witness, or offender who is a minor, whether the offence was sexual in nature, whether it involves a confidential informer, the parole applicant's views, the Elder's views if the parole applicant has requested a Circle Hearing, whether the proposed observer's presence might disrupt the hearing process, and the reasons for the request to observe."
What can I do if my application to observe a hearing is denied?,"If your application to observe a hearing is denied, the Board will provide written reasons for the decision. Unfortunately, the decision is final, and there is no review or appeal to the Board."
How can I access the official version of the decision from the CRB?,You and the Provincial Director will receive the official version of the decision. You can contact the CRB to request a copy of the official decision.
How can I challenge the decision of the children's aid society regarding my adoption application?,"You can challenge the decision by filing an application with the Child and Family Services Review Board (CFSRB). The CFSRB may order the children's aid society to proceed with the next step in the adoption process, such as completing an adoption home study or placing the child with you for adoption."
How can I provide input as a victim of a crime for a parole hearing?,You can provide input by submitting a written statement to the Ontario Parole Board (OPB) detailing the impact of the offence on you and your views on the offender's potential release. Your input will be considered along with other information by the OPB in making their decision.
How can I provide information to the OPB about my recommendations on whether parole should be granted?,You can provide information to an OPB Case Management Officer who will ensure the OPB members receive the information before making a decision. You may also tell the OPB about any recommendations that you or your family may have on whether parole should be granted.
What should I do if I am denied access to the hearing due to security reasons?,"If you are denied access to the hearing due to security reasons, you should contact the Landlord Tenant Board and inform them of the situation. They may be able to provide alternative arrangements or reschedule the hearing."
How do I register with the Victim Notification System (VNS)?,"To register with VNS, contact the Ministry of the Attorney General's (MAG) Ontario Victim Support Line."
How can I find out if a specific applicant has a scheduled parole hearing or has been released?,You can contact the Ministry of the Attorney General's Ontario Victim Support Line to discuss the specific applicant and inquire about their parole hearing or release status.
How can I apply for financial assistance from the Victim's Justice Fund?,You can apply for financial assistance from the Victim's Justice Fund by visiting the Ministry of the Attorney General's website and following the application process outlined there. You may need to provide documentation of your expenses and the details of the hearing.
What is the process for applying for parole in Ontario?,"To apply for parole in Ontario, you need to submit an application to the Ontario Parole Board. The Board, an independent administrative tribunal, makes parole decisions for adult sentences of less than two years."
How can I stay informed about a tenant's parole hearings or release from custody?,"You can register with VNS to receive automated voicemail messages whenever there is a change in an applicant’s status, including notification of parole hearings and release from custody. To register with VNS, please contact the Ministry of the Attorney General’s Ontario Victim Support Line."
What are the conditions that the Ontario Parole Board imposes on parolees?,"The Ontario Parole Board imposes conditions on parolees to help rehabilitate them and improve their chances of successful reintegration. These conditions may include attending treatment such as addiction counselling, being forbidden from contacting the victim or coming within a certain distance of the victim, and reporting to their PPO routinely and following a curfew to protect society in general."
What are the conditions of parole?,"The conditions of parole may include regular check-ins with a parole officer, adherence to a curfew, participation in rehabilitation programs, and restrictions on certain activities or locations."
How to apply for parole?,"You can apply for parole by submitting an application to the Board. If you choose to have a hearing, you will have the opportunity to present your case in person. If you give up your right to a hearing, the Board will make a decision based on a review of your file."
What is the purpose of a parole hearing?,A parole hearing is a proceeding before the Board to determine whether an applicant can safely be released from custody back into the community before the natural expiry of their custodial sentence.
What is the process for waiving the right to a parole hearing?,"To waive the right to a parole hearing, the applicant must inform the Board of their decision. The Board will then consider all relevant information on file and make a decision without the applicant attending the correctional institution."
What is the role of a Case Management Officer (CMO) in the parole process?,"The CMO is responsible for case file management, scheduling parole hearings, and providing information to victims about the parole process. They will be the person you deal with before and after the hearing. The CMO can answer many of your questions about the parole process."
What is parole?,"Parole is the conditional release of a prisoner before the completion of the maximum sentence, subject to certain conditions and supervision."
What should I include in my recommendation on whether parole should be granted or denied?,"In your recommendation, you should include the impact the offence has had and continues to have on you, your family, and your community. You should also provide your opinion on whether parole should be granted or denied, and any conditions that you believe should be imposed if parole is granted."
How can I attend or participate in a parole hearing as a victim?,"You can attend or participate in a parole hearing by first requesting authorization through filling out a Victim Application to Attend Parole Hearing Form, which is available from the CMO. If the victim is unable to present a statement at a parole hearing, certain individuals may represent the victim. In the case of an in-person hearing, you will be in the same room as the applicant and Board members."
What items are prohibited on Ministry property?,"The prohibited items on Ministry property include smoking, cell phones, cameras, recording devices, valuables, items containing metal (e.g. scissors, knitting needles), and any other items deemed prohibited by the institution. You are asked to leave these items at home or in your locked vehicle. If this is not possible, the institution may provide you with a locker to secure these items while you are in the institution."
What accommodations can I request for a hearing at the correctional institution?,"You can request accommodations such as bringing medical and/or disability-related devices like a wheelchair, service animal, or an oxygen tank to the institution. However, please note that some devices may not be permitted and may need to go through security screening prior to approval. You can also have an individual present, such as a family member, lawyer, or clergy, to provide assistance. Additionally, members of the media or public may attend as observers if approved by the Board in advance."
How can I waive my right to a parole hearing or parole consideration?,"You can waive your right to a parole hearing or parole consideration by submitting a written request to the appropriate authority, clearly stating your decision to waive these rights."
How can I participate in the NHPC process as a victim?,"To participate in the NHPC process as a victim, you can submit a Victim Submission Form to the Board for consideration. To make a written submission, you must contact the Case Management Officer (CMO) and ask for a Victim Submission Form."
How can I apply for temporary absence from the institution?,"You can apply for temporary absence by submitting a request for a defined period of time, up to sixty days, for reasons such as rehabilitation, successful reintegration into the community, medical, or humanitarian reasons. You can request temporary absence without having applied for parole or after parole has been denied."
Who can represent a victim at a parole hearing if the victim is unable to present a statement?,"If the victim is unable to present a statement at a parole hearing, the following people may represent the victim: Spouse or common law partner of the victim; Family member of the victim; Parent or guardian of the victim, or a dependant of the victim."
Who can be considered a victim?,"A victim is a person who suffers physical, financial or emotional harm as a result of an offence(s). If a victim is under 16 years of age, a parent or guardian can be considered a victim. If a victim is unable to present a statement at a parole hearing (for example: if they are deceased or sick) the following people may represent the victim: "
What is the process for applying for a parole hearing?,"To apply for a parole hearing, you can follow the guidelines provided by the Ontario Parole Board (OPB) in their Applications and Hearings section. This may involve submitting an application and relevant information to the OPB. If you have specific questions about the application process, it's best to refer to the OPB's official resources or contact them directly for accurate information."
How can I provide information about the impact of the offense at a parole hearing?,"You can submit a victim submission to the Board, detailing the physical, financial, and emotional impact of the offense on you, your family, and your community."
What recommendations can I make at a parole hearing?,You can make recommendations on whether parole should be granted and suggest conditions to be imposed on the applicant to protect yourself and the community at large.
What should I include in my recommendation for a parole hearing?,"In your recommendation, you should address the impact the offence has had on you, your family, and your community. You can also suggest whether parole should be granted or denied, and if granted, you can propose any conditions that should be imposed on the applicant, such as no contact with you or your family, staying away from your home or place of employment, or abiding by a curfew."
How can I attend a parole hearing as a victim?,"You can attend a parole hearing as a victim by first requesting authorization through the Victim Application to Attend Parole Hearing Form. If you are unable to attend in person, you can make an oral submission or have a representative attend on your behalf. Forms for authorization are available from the CMO."
What items are prohibited on Ministry property?,"According to the text, smoking, cell phones, cameras, recording devices, valuables including money, items containing metal, and any other items deemed prohibited by the institution are not allowed on Ministry property. It is advised to leave these items at home or in a locked vehicle. If not possible, the institution may provide a locker to secure these items."
How to request accommodations for a parole hearing?,"You can request accommodations for a parole hearing by informing the CMO in advance of any specific needs, such as medical or disability-related devices like a wheelchair or service animal. It's important to note that some devices may not be permitted or may require security screening. You can also have an individual present, such as a family member, lawyer, or clergy, to provide assistance."
What is the process for waiving the right to a parole hearing?,"To waive the right to a parole hearing, you can submit a written request to the parole board indicating your decision to give up the hearing. It's important to carefully consider the implications of waiving this right and seek legal advice if needed."
How can I participate in the NHPC process as a victim?,"To participate in the NHPC process as a victim, you can submit a Victim Submission Form to the Board for consideration. To make a written submission, you must contact the Case Management Officer (CMO) and ask for a Victim Submission Form."
